Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Status,Status_Description,Crime_Category,Weapon_desc,Weapon_cd,Mode_cd
9000    CEDROS                       AV,1.4820241775453296,-0.9001139847690973,09/16/2020,09/16/2020,02:00:00,1.31618493769649,7,1.362124096972613,1.0298428724832658,-0.6803385276306134,0,1,0.8387815679307711,132,1,1,5,49,400.0,1814 0444 2000
2800 S  REDONDO                      BL,-0.5448141564937999,0.005472315375033689,09/25/2020,09/25/2020,08:00:00,-1.305312634609277,15,-1.360624705568083,-0.970955761839616,-0.28730462391863304,2,14,-1.0464056451992767,174,2,2,4,33,PC_cd,1606 0344 1822
900 N  HILL                         ST,-0.17870728066008876,1.1474643022937618,2/04/2020 ,2/04/2020 ,06:50:00,-1.6329998311474978,1,-1.6899102105684918,-0.970955761839616,-0.8768554794866036,2,14,1.9247622318535667,14,2,2,4,33,PC_cd,0344 1610 1822 0382 1414
6100 S  WESTERN                      AV,-0.9619600605938211,0.47733044018706694,11/06/2020,11/01/2020,20:30:00,0.16927974981271696,0,0.14819096659797068,1.0298428724832658,0.3022462316493375,2,6,-0.9476801302972044,195,2,2,4,33,PC_cd,329
1900    BONSALLO                     AV,-0.46727409431991423,0.7928557721320694,10/07/2020,10/01/2020,10:00:00,-1.305312634609277,15,-1.3491570511650834,1.0298428724832658,0.10572927979334733,0,10,0.8340803529354343,166,2,2,2,17,FWCC_cd,1822 0100
PAXTON,1.8589277708968643,-0.6608485517835593,03/17/2020,03/13/2020,14:30:00,0.8246541428891587,3,0.7854649041360758,1.0298428724832658,1.2848309909292885,0,14,-1.0134971402319193,147,2,2,4,33,PC_cd,1300 0329
7600    FALLBROOK                    AV,1.2336996746339903,-2.5196835889216054,08/27/2020,08/26/2020,23:10:00,1.643872134234711,16,1.5898389486893139,1.0298428724832658,0.4987631835053277,2,10,0.9140010078561596,188,0,0,5,49,400.0,0416 0913 1810 0358 0321
3RD                          ST,-0.4024937892125538,1.096942119233037,08/25/2020,08/25/2020,10:50:00,-1.6329998311474978,1,-1.6145513387773536,1.0298428724832658,-0.48382157577462326,0,14,-0.5668817156749254,140,2,2,5,49,400.0,0444 0400 0522 0340 1822
3200 W  OLYMPIC                      BL,-0.29452661403375924,0.503068156085942,2/04/2020 ,2/04/2020 ,12:30:00,1.4800285359656005,11,1.4915447680921767,-0.970955761839616,0.4987631835053277,0,10,-1.0134971402319193,147,2,2,4,33,PC_cd,1309 0344 0386 1822
11000    ARMINTA                      ST,1.3269440531974885,-0.13274875148905485,5/05/2020 ,5/04/2020 ,02:20:00,0.8246541428891587,3,0.8919502664496409,1.0298428724832658,-0.5493272263932867,0,0,-0.9476801302972044,195,2,2,4,33,PC_cd,329
14800    ERWIN                        ST,0.9922458101431416,-0.9172724620348787,6/06/2020 ,6/06/2020 ,00:30:00,-0.3222510449946143,17,-0.3432799363877145,1.0298428724832658,-1.269889383198584,0,6,-1.0464056451992767,174,0,0,1,59,511.0,0906 0421 2000
8800 S  SEPULVEDA                    BL,-1.2348225578639644,-0.3539024584715152,3/08/2021 ,11/27/2020,16:00:00,0.4969669463509378,12,0.5643029977925175,1.0298428724832658,1.2848309909292885,2,14,0.8340803529354343,166,2,2,2,17,FWCC_cd,377
13700    CALVERT                      ST,0.9765414937534594,-0.7094642373702331,12/13/2020,12/07/2020,14:33:00,-0.3222510449946143,17,-0.33672699101457204,-0.970955761839616,0.8262914365986447,0,14,-0.9617837752832148,152,2,2,4,33,PC_cd,0344 1822 0202 1309
14900    DICKENS                      ST,0.6732518834784071,-0.9439634266707793,09/29/2020,09/28/2020,07:00:00,-0.3222510449946143,17,-0.2646445919100049,-0.970955761839616,0.36775188226800093,2,14,-0.9429789153018676,148,2,2,4,33,PC_cd,0344 0202 1309 1420
SAN FERNANDO MISSION         BL,1.85990929067125,-1.3643461196850621,3/01/2020 ,3/01/2020 ,14:50:00,0.9884977411582692,2,0.9705856109273505,-0.970955761839616,0.4987631835053277,2,6,-1.0464056451992767,174,0,0,1,37,101.0,1212 1310 0919 1300 0302 1419 2004 1822 0334 1402
TUJUNGA,0.8077200925647773,-0.189943675708687,01/25/2020,01/25/2020,11:40:00,0.6608105446200483,8,0.6625971783896545,-0.970955761839616,1.219325340310625,2,10,-1.0464056451992767,174,2,2,4,33,PC_cd,344
18400    PRAIRIE                      ST,1.586065273626721,-1.6884506902628875,10/19/2020,10/15/2020,10:00:00,0.9884977411582692,2,1.0230091739124902,-0.970955761839616,0.6297744847426545,0,6,0.8387815679307711,132,2,2,4,33,PC_cd,0352 0397 0344
14500    LANARK                       ST,1.3328331718436628,-0.9115529696129967,10/10/2020,10/10/2020,11:20:00,1.31618493769649,7,1.3948888238383255,1.0298428724832658,-1.0078667807239303,2,6,-0.3835343308567911,43,2,2,1,59,511.0,0421 0432
900 W  74TH                         ST,-1.0787609137418075,0.6651204413748547,03/29/2020,03/29/2020,01:30:00,0.16927974981271696,0,0.18587040249353987,1.0298428724832658,-1.3353950338172473,0,6,0.8340803529354343,166,1,1,5,49,400.0,2000 1813 1206 2002 0913 0444 1203
6100    NEVADA                       AV,0.9647632564612502,-2.3814625220575167,1/12/2022 ,3/08/2020 ,22:00:00,1.643872134234711,16,1.6586448751073097,-0.970955761839616,-0.28730462391863304,0,14,0.8387815679307711,132,1,1,5,49,400.0,0913 0527 1813 2000 0421
1700 W  54TH                         ST,-0.8765678402251292,0.4983019124009501,01/21/2020,01/21/2020,08:20:00,0.16927974981271696,0,0.11542623973225834,1.0298428724832658,-0.6803385276306134,0,1,-0.9476801302972044,195,2,2,4,33,PC_cd,0913 1309 0329 1307
21900    VANOWEN                      ST,1.091379307352814,-2.3385663288927248,01/26/2020,01/26/2020,13:30:00,1.643872134234711,16,1.6602831114505954,-0.970955761839616,0.6952801353613178,2,14,0.3780624983877669,41,2,2,4,33,PC_cd,325
200 S  LAKE                         ST,-0.16005840494738913,0.8309857216117339,05/14/2021,12/14/2020,21:30:00,-1.4691562328783874,13,-1.4867689040010754,-0.970955761839616,-1.5319119856732375,0,6,0.8387815679307711,132,4,4,5,49,400.0,1820 0527 0522 1206 0536 0512 1259 0507 0526 0913
6100    SADRING                      AV,0.9647632564612502,-2.6407461785197768,06/22/2020,06/19/2020,08:00:00,1.643872134234711,16,1.6373478026445967,1.0298428724832658,0.36775188226800093,0,14,0.8340803529354343,166,2,2,2,17,FWCC_cd,1822 0930 0929
5600    VAN NUYS                     BL,0.9039090304513625,-0.8114618522285727,04/20/2020,04/18/2020,23:45:00,-0.3222510449946143,17,-0.32689757295485833,-0.970955761839616,-0.61483287701195,2,6,-0.533973210707568,160,2,2,4,33,PC_cd,0344 0358 1414 1420 1609
300 S  CLOVERDALE                   AV,-0.1374834501372167,0.12272191002537448,9/08/2020 ,9/08/2020 ,13:30:00,-0.6499382415328352,20,-0.6660124960149811,1.0298428724832658,-1.3353950338172473,0,1,-0.9476801302972044,195,2,2,4,33,PC_cd,0329 1300
1000    LOMITA                       BL,-2.7787531629213267,0.9749262808978398,12/03/2020,12/03/2020,12:50:00,-0.9776254380710561,4,-1.02150978250796,1.0298428724832658,-0.6803385276306134,2,0,0.8340803529354343,166,2,2,1,10,CAPO_cd,0917 2038 1802 1906
15000    PARTHENIA                    ST,1.4280405899558624,-0.959215406462645,9/12/2020 ,9/09/2020 ,12:00:00,1.31618493769649,7,1.3768682240621837,1.0298428724832658,-2.1869684918598717,2,6,0.8387815679307711,132,0,0,0,49,400.0,0400 0416 0552
10300    DUNLEER                      DR,-0.4545143372533193,-0.4749650480698224,05/18/2020,5/01/2020 ,21:30:00,-0.48609464326372476,18,-0.4219152808654241,-0.970955761839616,0.7607857859799813,2,14,-1.0323020002132663,46,2,2,4,33,PC_cd,0344 0352 1822 0321
4TH,-0.3318243654591585,1.0559524235422961,9/08/2020 ,9/08/2020 ,01:20:00,-1.6329998311474978,1,-1.6358484112400664,-0.970955761839616,-0.942361130105267,2,14,-1.04170443020394,165,2,2,4,49,400.0,1218 1822 1268 0344 0416
SAN FERNANDO,0.3169602053882038,1.0788303932300949,09/24/2020,09/20/2020,13:45:00,0.00543615154360652,10,-0.0303767948201616,1.0298428724832658,-0.09078767206264286,2,14,-1.0464056451992767,174,2,2,5,49,400.0,0400 0416 2029 1822 0446 2021
7400    ELMER                        AV,1.1993464825316087,-0.1699254522318293,06/15/2020,06/13/2020,16:20:00,0.6608105446200483,8,0.5954294883149441,1.0298428724832658,-1.4664063350545742,2,6,-1.04170443020394,165,2,2,5,49,400.0,0400 0416 0417 0906 1259 1414 0913 0342 1817
1900 S  HARVARD                      BL,-0.41819810560223597,0.5221331308257743,6/05/2020 ,6/01/2020 ,17:00:00,1.4800285359656005,11,1.5570742218236016,1.0298428724832658,-0.61483287701195,2,6,-1.04170443020394,165,2,2,4,33,PC_cd,0342 0329 0913 2002 0360
11300    MAGNOLIA                     BL,0.8077200925647773,-0.18041118833870318,12/15/2020,12/15/2020,16:15:00,0.6608105446200483,8,0.6757030691359395,-0.970955761839616,0.9573027378359714,2,14,-1.0464056451992767,174,2,2,4,33,PC_cd,1300 0344 1609 1307
6400    VINELAND                     AV,1.004024047435351,-0.14800073128092062,3/05/2020 ,3/05/2020 ,10:30:00,0.6608105446200483,8,0.6298324515239422,-0.970955761839616,-0.28730462391863304,2,0,-1.0134971402319193,147,0,0,4,33,PC_cd,1300 0344 1609 1307
6800    RADFORD                      AV,1.0933423469015155,-0.33579073246870844,5/03/2020 ,5/03/2020 ,23:40:00,0.6608105446200483,8,0.6085353790612291,1.0298428724832658,-1.3353950338172473,2,6,0.8387815679307711,132,2,2,5,49,400.0,0400 0416 0446 2004
HOOVER,-0.2346539077981876,0.7137361269615285,11/26/2020,11/26/2020,02:45:00,1.4800285359656005,11,1.4686094592861783,-0.970955761839616,-1.269889383198584,2,1,-1.0464056451992767,174,0,0,4,33,PC_cd,1300 1822 2004
600 N  SAINT ANDREWS                PL,-0.008904359697020952,0.4563589679731837,1/01/2020 ,1/01/2020 ,04:30:00,1.4800285359656005,11,1.4079947145846103,1.0298428724832658,0.10572927979334733,2,1,0.8387815679307711,132,1,1,5,49,400.0,444
2300    PASADENA                     AV,-0.06779554615820699,1.3476465370624744,5/03/2020 ,5/03/2020 ,23:00:00,-1.1414690363401665,5,-1.1968010712395212,-0.970955761839616,-0.6803385276306134,0,6,0.8387815679307711,132,1,1,5,49,400.0,2000 0913 1814 0400 0419 0416 1243
12700    VAN NUYS                     BL,1.953153669234748,-0.45971306827795666,10/06/2020,10/03/2020,17:47:00,0.8246541428891587,3,0.7527001772703634,-0.970955761839616,-1.0078667807239303,2,6,-1.04170443020394,165,2,2,4,33,PC_cd,344
7000    FIRMAMENT                    AV,1.1276955390038277,-1.0831377422718933,9/03/2020 ,9/01/2020 ,20:30:00,-0.3222510449946143,17,-0.37932113593999806,1.0298428724832658,1.0883140390732982,0,1,0.8340803529354343,166,0,0,1,10,CAPO_cd,2038
600 E  29TH                         ST,-0.6145020604728096,0.8986663819383753,04/13/2020,04/13/2020,22:40:00,0.33312334808182736,9,0.3120146009265324,1.0298428724832658,0.6297744847426545,2,6,-0.9476801302972044,195,2,2,4,33,PC_cd,0329 1300
9900 S  HOOVER                       ST,-1.3457342923658462,0.687045162325628,07/25/2020,07/25/2020,13:00:00,1.1523413394273796,14,1.1114739364499135,-0.970955761839616,1.1538196896919617,2,6,-1.0464056451992767,174,2,2,4,46,113.0,1300 0355 1315 0344 1822 0432
200    REDLANDS                     ST,-1.2632866313202415,-0.8381528168644733,5/10/2020 ,5/10/2020 ,10:00:00,0.4969669463509378,12,0.5397294526432332,1.0298428724832658,1.9398874971159223,2,14,-1.0464056451992767,174,1,1,5,56,500.0,416
100 W  73RD                         ST,-1.0689457159982998,0.8062012544498842,9/02/2020 ,9/02/2020 ,08:30:00,0.16927974981271696,0,0.1891468751801111,1.0298428724832658,0.8262914365986447,2,1,0.8340803529354343,166,2,2,2,17,FWCC_cd,1822 0100
2900 S  HOOVER                       ST,-0.5477587158168173,0.6622606951639137,07/22/2020,07/22/2020,22:45:00,-1.305312634609277,15,-1.3180305606426568,-0.970955761839616,-0.8113498288679402,2,7,-1.04170443020394,165,3,3,4,59,511.0,0355 0342 1251 0443 1822 2024 1815 1309
6000    MONTEREY                     RD,0.22567886637340728,1.6660316152184178,01/25/2020,01/23/2020,13:00:00,-1.1414690363401665,5,-1.209906961985806,1.0298428724832658,0.4987631835053277,2,6,-0.9523813452925411,200,2,2,1,59,511.0,0421 1822 0443 0422
19800 S  VERMONT                      AV,-2.2497140045450377,0.6536814565309553,07/24/2020,07/24/2020,19:40:00,-0.9776254380710561,4,-1.0444450913139587,-0.970955761839616,-1.3353950338172473,0,1,0.8434827829261079,69,2,2,4,49,400.0,0416 0432 0913 1243 1309 1813 2000
8500    CASHIO                       ST,-0.31317548974645887,-0.1632527110727864,07/14/2020,07/13/2020,18:30:00,-0.48609464326372476,18,-0.4645094257908502,-0.970955761839616,-1.7939345881478912,2,0,-1.0134971402319193,147,2,2,4,33,PC_cd,0344 0346
17400    BULLOCK                      ST,0.952985019168971,-1.4615774908584098,04/19/2020,04/19/2020,00:01:00,-0.15840744672550391,19,-0.15652099325315413,-0.970955761839616,-0.6803385276306134,0,6,0.8387815679307711,132,0,0,4,49,400.0,0329 2000 1813 1814 0344 0345 0913
8800    TAMPA                        AV,1.4457079458942461,-1.8543159704999022,03/27/2020,03/27/2020,16:35:00,0.9884977411582692,2,1.0656033188379164,1.0298428724832658,-1.5319119856732375,2,6,-1.0134971402319193,147,2,2,5,49,400.0,0416 0417 0444 1300 1259 1251 1822
58TH                         PL,-0.924662309168422,0.6441489691609715,10/17/2020,10/17/2020,13:15:00,0.16927974981271696,0,0.1580203846576844,-0.970955761839616,-0.8768554794866036,2,6,-1.0464056451992767,174,2,2,4,44,109.0,1900 0344 1822
11100    LULL                         ST,1.243514872377498,-0.1489539800179461,6/06/2020 ,6/06/2020 ,13:00:00,0.8246541428891587,3,0.9050561571959258,1.0298428724832658,-1.7284289375292277,0,6,0.8340803529354343,166,1,1,0,49,400.0,416
600 W  CENTURY                      BL,-1.3457342923658462,0.7080166345395111,04/15/2020,04/15/2020,19:00:00,1.1523413394273796,14,1.1114739364499135,1.0298428724832658,-1.3353950338172473,0,0,0.8387815679307711,132,2,2,5,49,400.0,0913 0553 0416 0417
100 S  BIMINI                       PL,-0.0933150602913969,0.6536814565309553,3/02/2020 ,3/01/2020 ,18:30:00,1.4800285359656005,11,1.4358447324204657,1.0298428724832658,1.6778648946412689,2,9,1.8072318569701473,29,1,1,5,49,400.0,0913 0416 1807 1202 2021
65TH                         ST,-1.0071099702140962,0.3943978000685596,07/20/2020,07/19/2020,23:30:00,0.16927974981271696,0,0.16457333003082686,1.0298428724832658,0.36775188226800093,0,1,-1.0464056451992767,174,1,1,5,49,400.0,0400 0913 1817
2000    CENTURY PARK,-0.25821038238267596,-0.5702899217691191,12/19/2020,12/19/2020,08:20:00,-0.48609464326372476,18,-0.4972741526565625,1.0298428724832658,1.1538196896919617,2,1,1.8025306419748106,58,2,2,1,59,511.0,1822
7300    CANTALOUPE                   AV,1.1816791265932947,-0.7180434760031915,04/28/2020,04/27/2020,18:25:00,-0.3222510449946143,17,-0.38259760862656933,1.0298428724832658,0.2367405810306741,2,10,0.8340803529354343,166,1,1,5,49,400.0,0416 0417
14400    BENEFIT                      ST,0.6477323693452173,-0.8314800757054304,9/03/2020 ,9/02/2020 ,06:30:00,-0.3222510449946143,17,-0.2580916465368624,-0.970955761839616,-0.6803385276306134,2,14,1.8025306419748106,58,2,2,4,33,PC_cd,0329 1300 1602
BARBARA                      ST,-0.7951016989537708,-0.6942122575783674,12/11/2020,12/11/2020,09:00:00,0.4969669463509378,12,0.49549707137452154,-0.970955761839616,0.4987631835053277,2,14,0.8340803529354343,166,0,0,4,33,PC_cd,0344 2004
1000    MAYBROOK                     DR,0.0686357024768647,-0.6818200239974425,02/21/2020,02/21/2020,03:00:00,-0.48609464326372476,18,-0.5496977156417022,1.0298428724832658,1.3503366415479519,0,14,0.8340803529354343,166,2,2,4,33,PC_cd,1202 0329 1609 1822
VENICE,-0.9354590266863153,-1.0116440869972854,6/03/2020 ,05/23/2020,13:15:00,0.4969669463509378,12,0.48894412600137904,-0.970955761839616,1.8088761958785957,2,14,-1.0134971402319193,147,2,2,4,56,500.0,1300 1606 0344
100 E  69TH                         ST,-1.0375370832190052,0.8119207468719016,9/11/2020 ,9/06/2020 ,10:05:00,0.33312334808182736,9,0.41194701786695503,-0.970955761839616,0.4987631835053277,2,1,-1.0464056451992767,174,2,2,4,33,PC_cd,PC_MO
SAN VICENTE                  BL,-0.08938898119392405,-0.1775514421277622,10/06/2020,10/03/2020,19:00:00,-0.6499382415328352,20,-0.6905860411642654,-0.970955761839616,-0.09078767206264286,0,14,-1.0464056451992767,174,1,1,5,24,200.0,1402 0500 0515 0913 1814
400 S  ALEXANDRIA                   AV,-0.16889208291658098,0.5831410499933729,09/13/2020,09/13/2020,12:18:00,1.4800285359656005,11,1.4456741504801796,1.0298428724832658,-0.7458441782492768,0,6,0.8387815679307711,132,2,2,5,49,400.0,0913 0445 0416 0444 0355 1309
1500    WILL ROGERS STATE PARK       RD,-0.2896190151619705,-1.477782719387301,06/28/2020,06/26/2020,19:00:00,-0.48609464326372476,18,-0.5578888973581303,-0.970955761839616,-0.35281027453729646,0,14,-1.0464056451992767,174,2,2,4,56,500.0,0344 1609 1307 1822
4TH                          ST,-0.3838449134998542,1.1674825257706196,11/18/2020,11/18/2020,18:30:00,-1.6329998311474978,1,-1.6112748660907823,-0.970955761839616,-0.8768554794866036,2,14,-1.0464056451992767,174,2,2,4,20,102.0,1309 1218 0344 0355 0302 0449 1822
9600    VENA                         AV,1.5909728724985097,-0.6236718510407848,04/15/2020,4/08/2020 ,08:00:00,1.31618493769649,7,1.353932915256185,-0.970955761839616,0.36775188226800093,2,14,0.8340803529354343,166,2,2,4,33,PC_cd,0344 1402
100 N  MARTEL                       AV,-0.08840746141960815,0.07601272191261617,02/19/2020,02/15/2020,16:00:00,-0.6499382415328352,20,-0.6840330957911229,-0.970955761839616,0.10572927979334733,2,14,0.8340803529354343,166,2,2,4,33,PC_cd,344
4100    HALLDALE                     AV,-0.7165801170055692,0.5411981055656065,7/10/2020 ,7/08/2020 ,20:00:00,-1.305312634609277,15,-1.2213746163888053,-0.970955761839616,1.4158422921666152,2,1,0.8387815679307711,132,0,0,4,56,500.0,0360 0344 0408 0555 0913 1202 1238 1818
VENICE,-0.3494917213975422,0.21042079382873824,3/12/2020 ,3/05/2020 ,17:30:00,-0.6499382415328352,20,-0.6004830422835564,1.0298428724832658,-1.4009006844359109,0,0,-0.975887420269225,145,2,2,5,56,500.0,2055 1513 0903 1822 0356 2036
15200    SAN FERNANDO MISSION         BL,1.863835369768653,-1.000205102153386,10/22/2020,10/21/2020,21:00:00,1.31618493769649,7,1.298232879584474,-0.970955761839616,-0.5493272263932867,2,6,-1.0134971402319193,147,2,2,4,33,PC_cd,0344 0329
100 N  CAROLWOOD                    DR,-0.017738037666143062,-0.6360640846217096,12/23/2020,12/23/2020,14:08:00,-0.48609464326372476,18,-0.5513359519849879,-0.970955761839616,-0.61483287701195,0,14,-1.0323020002132663,46,2,2,4,33,PC_cd,0344 0394 1309 1822 0352 1420
10500    BALBOA                       BL,1.7529236352667712,-1.3652993684220878,05/25/2020,05/24/2020,19:00:00,0.9884977411582692,2,0.9902444470467779,-0.970955761839616,2.529438352683893,0,0,1.8025306419748106,58,2,2,4,33,PC_cd,0344 0209 0358 1202
4500    FOUNTAIN                     AV,0.12850840871243638,0.6851386648517125,10/13/2020,10/13/2020,13:55:00,0.00543615154360652,10,0.031876186224691856,-0.970955761839616,0.2367405810306741,0,10,-0.5668817156749254,140,2,2,4,33,PC_cd,344
AVALON                       BL,-1.1661161736592707,0.9167781079411821,10/05/2020,9/10/2020 ,20:00:00,0.16927974981271696,0,0.2071674749562529,1.0298428724832658,-0.025282021443979466,2,1,-1.0464056451992767,174,1,1,5,49,400.0,2000 1309 0446 0416 1814
7100    GLASGOW                      AV,-1.0826869928392804,-0.12607601033001195,6/06/2020 ,6/06/2020 ,03:20:00,0.4969669463509378,12,0.5348147436133763,1.0298428724832658,0.6952801353613178,0,10,0.8340803529354343,166,2,2,4,33,PC_cd,329
15400    COHASSET                     ST,1.2170138384699922,-1.044054544055068,5/12/2020 ,5/12/2020 ,17:25:00,-0.3222510449946143,17,-0.39570349937285426,1.0298428724832658,-0.6803385276306134,0,14,0.8340803529354343,166,2,2,4,33,PC_cd,329
VERMONT,-0.31121245019775734,0.643195720423946,06/28/2020,06/28/2020,20:10:00,1.4800285359656005,11,1.5177565495847467,-0.970955761839616,-0.61483287701195,2,6,2.2444448515364677,130,0,0,1,5,309.0,0910 0334 1822 1402 0443 0432 1253 2004
3700 W  3RD                          ST,-0.11490849532711396,0.5774215575713555,02/21/2020,02/21/2020,02:40:00,1.4800285359656005,11,1.430930023390609,-0.970955761839616,-0.61483287701195,2,6,-1.04170443020394,165,2,2,5,49,400.0,0342 0416 0417 0432 1822
300 E  AVENUE 28,-0.005959800373933754,1.3924492277011817,09/22/2020,09/21/2020,22:00:00,-1.1414690363401665,5,-1.1951628348962355,1.0298428724832658,-1.0733724313425939,2,6,-1.0464056451992767,174,1,1,1,59,511.0,0913 0329 1300 0421 1912
21800    ROSCOE                       BL,1.3455929289102577,-2.3261740953117997,6/12/2020 ,6/12/2020 ,23:00:00,1.643872134234711,16,1.5931154213758851,-0.970955761839616,-1.2043837325799205,2,6,0.8387815679307711,132,2,2,5,42,216.0,0913 0400
19400    LEMAY                        ST,1.0678228327683257,-1.880053686398642,01/16/2020,01/15/2020,15:30:00,-0.15840744672550391,19,-0.19911513817858018,-0.970955761839616,-0.48382157577462326,2,6,-1.0323020002132663,46,2,2,4,33,PC_cd,0344 9999 0377
400 S  LA BREA                      AV,-0.15416928630128449,0.12844140244725644,12/21/2020,12/21/2020,01:00:00,-0.6499382415328352,20,-0.6660124960149811,-0.970955761839616,-1.1388780819612572,2,10,-1.0464056451992767,174,2,2,4,33,PC_cd,0358 0321 1608
7200    VALJEAN                      AV,1.2278105559878858,-1.2594887586157817,11/24/2020,11/24/2020,15:35:00,-0.15840744672550391,19,-0.2204122106412932,-0.970955761839616,-0.28730462391863304,0,1,0.8434827829261079,69,0,0,1,24,200.0,0913 2004 2003 0444 0445 0334 0906
300    WORLD                        WY,-1.3516234110120207,-0.44827408343392183,11/04/2020,11/04/2020,10:05:00,0.4969669463509378,12,0.5757706521955168,1.0298428724832658,0.10572927979334733,0,6,-0.5245707807168944,189,2,2,4,33,PC_cd,1822 0329
11300    HERRICK                      AV,1.893280962999246,-0.575056165454111,06/23/2020,05/26/2020,18:00:00,0.8246541428891587,3,0.7690825407032196,1.0298428724832658,-1.6629232869105643,0,6,-1.0464056451992767,174,1,1,3,29,OC_cd,0913 1259
8500    BEVERLY                      BL,-0.06386946706080388,-0.17278519844277027,12/31/2020,12/31/2020,16:40:00,-0.6499382415328352,20,-0.6905860411642654,-0.970955761839616,-0.8113498288679402,2,0,1.896554941881546,163,2,2,4,33,PC_cd,1607
800 E  6TH                          ST,-0.4113274671817457,1.1093343528139619,07/28/2020,07/28/2020,02:35:00,-1.6329998311474978,1,-1.612913102434068,-0.970955761839616,1.4813479427852787,2,1,0.9045985778654859,167,1,1,5,6,212.0,0602 1414 1420 0416 0913 0561 1202 1218 2004
400 N  ARDMORE                      AV,-0.048165150671121724,0.5411981055656065,01/14/2020,1/12/2020 ,06:35:00,1.4800285359656005,11,1.4129094236144673,1.0298428724832658,-0.41831592515595983,2,1,0.8387815679307711,132,1,1,1,10,CAPO_cd,1501
5300    WILSHIRE                     BL,-0.20030071569587557,0.14369338223925768,06/14/2020,06/13/2020,23:00:00,-0.6499382415328352,20,-0.6676507323582667,1.0298428724832658,-0.8768554794866036,2,1,0.8387815679307711,132,1,1,5,49,400.0,0416 0913 1814 2000
CENTURY                      BL,-1.451738427996009,0.7909492746580185,02/20/2020,02/19/2020,15:20:00,1.1523413394273796,14,1.1458768996589115,-0.970955761839616,-1.597417636291901,0,6,-0.9382777003065309,21,2,2,4,49,400.0,1822 0910 1259 0352 0344 0336
900 S  NEW HAMPSHIRE                AV,-0.26115494170576314,0.6308034868430212,12/16/2022,2/05/2020 ,15:00:00,1.4800285359656005,11,1.4800771136891775,1.0298428724832658,2.3329214008279027,0,10,0.8340803529354343,166,2,2,2,17,FWCC_cd,0701 0800 2021 0316 1202 1817 0344
500    VENICE                       WY,-0.9334959871376137,-1.0268960667892866,2/01/2022 ,9/01/2020 ,14:25:00,0.4969669463509378,12,0.4725617625685229,1.0298428724832658,0.1712349304120107,2,14,0.8340803529354343,166,2,2,2,17,FWCC_cd,377
200 N  BONNIE BRAE                  ST,-0.15318776652689883,0.8767416609874668,4/11/2020 ,4/08/2020 ,21:00:00,-1.4691562328783874,13,-1.4851306676577898,-0.970955761839616,-0.942361130105267,2,6,-1.0464056451992767,174,2,2,4,33,PC_cd,1402 0344 0329 1601 0385 1210
900    FEDORA                       ST,-0.27587773832105966,0.5860007962043139,07/25/2020,07/25/2020,04:15:00,1.4800285359656005,11,1.4784388773458919,-0.970955761839616,-0.8768554794866036,0,6,0.8387815679307711,132,1,1,5,49,400.0,0913 2000 1813 0408 0344 0416
8200    TEESDALE                     AV,1.3465744486845737,-0.49212352533573916,11/23/2020,11/16/2020,18:00:00,1.31618493769649,7,1.3866976421218973,1.0298428724832658,0.10572927979334733,0,14,-1.0464056451992767,174,2,2,4,33,PC_cd,329
W  29TH                         ST,-0.5212576819093115,0.260942976889463,6/09/2020 ,5/06/2020 ,14:00:00,-1.305312634609277,15,-1.3245835060157993,-0.970955761839616,-0.942361130105267,2,6,-0.9617837752832148,152,2,2,4,33,PC_cd,0344 0394
6700    CAPPS                        AV,1.078619550286219,-1.7218143960576957,5/10/2020 ,5/10/2020 ,17:00:00,-0.15840744672550391,19,-0.19420042914872332,1.0298428724832658,0.7607857859799813,0,0,0.8340803529354343,166,1,1,5,49,400.0,0319 1310 2000 1814 0913 2002 0444
6300    HOLLYWOOD                    BL,0.20408543133762047,0.2533169869935301,01/18/2020,01/18/2020,02:40:00,-0.8137818398019456,6,-0.8298361303435429,1.0298428724832658,-0.6803385276306134,0,1,-0.5668817156749254,140,2,2,1,10,CAPO_cd,529
8800    TILDEN                       AV,1.4408003470224573,-0.85626454286728,9/03/2020 ,9/03/2020 ,17:40:00,1.31618493769649,7,1.380144696748755,-0.970955761839616,-1.0733724313425939,0,6,-1.0323020002132663,46,2,2,4,33,PC_cd,1606 0344
4300    MCLAUGHLIN                   AV,-0.8216027328613463,-0.5350197185003956,11/07/2020,11/07/2020,14:10:00,0.4969669463509378,12,0.5167941438372345,-0.970955761839616,-0.41831592515595983,0,14,0.8387815679307711,132,2,2,4,49,400.0,0344 0400 0408 0448 0342 1822 0340 1309 0326
14800    SHERMAN                      WY,1.1993464825316087,-0.8963009898211309,03/17/2020,03/17/2020,14:15:00,-0.3222510449946143,17,-0.38915055399971177,-0.970955761839616,1.3503366415479519,0,6,-1.04170443020394,165,0,0,4,49,400.0,1202 0390 1822 0344
10100    RESEDA                       BL,1.6753835730928857,-1.6874974415259976,11/04/2020,11/04/2020,17:45:00,0.9884977411582692,2,1.0017121014497772,1.0298428724832658,1.2848309909292885,0,6,0.38746492837844043,144,1,1,5,49,400.0,1822 0444
